0,0.50005,0.522543
0,0.507732,0.53235
0,0.523748,0.519201
0,0.514359,0.535845
0,0.533608,0.529888
0,0.507658,0.534382
0,0.52946,0.520596
0,0.5132,0.500654
0,0.505042,0.514675
0,0.507278,0.506733
0,0.541271,0.517979
0,0.506493,0.500338
0,0.502428,0.515333
0,0.523338,0.523065
0,0.526483,0.524583
0,0.509062,0.526818
0,0.520782,0.514471
0,0.505032,0.524694
0,0.534419,0.532593
0,0.523882,0.512567
0,0.538458,0.52967
0,0.541656,0.537632
0,0.525323,0.506422
0,0.522233,0.510142
0,0.538565,0.50925
0,0.535262,0.534612
0,0.54427,0.541003
0,0.528858,0.516713
0,0.515365,0.513067
0,0.538322,0.502126
0,0.520066,0.505053
0,0.532119,0.503597
0,0.505692,0.538283
0,0.516376,0.512447
0,0.529161,0.529373
0,0.539149,0.530786
0,0.525342,0.510146
0,0.535694,0.52067
0,0.524556,0.540114
0,0.536015,0.506479
0,0.530488,0.517785
0,0.535926,0.526734
0,0.529704,0.517067
0,0.51287,0.511617
0,0.524089,0.534977
0,0.527767,0.542461
0,0.537413,0.516943
0,0.51411,0.529413
0,0.527289,0.505931
0,0.535603,0.523582
0,0.513767,0.541652
0,0.51353,0.539873
0,0.53583,0.516079
0,0.525176,0.506773
0,0.547018,0.531584
0,0.514483,0.539346
0,0.541451,0.527846
0,0.516238,0.51168
0,0.541495,0.523892
0,0.515029,0.525039
0,0.538302,0.521432
0,0.520204,0.527958
0,0.536516,0.535778
0,0.538103,0.524556
0,0.514344,0.5206
0,0.54281,0.507292
0,0.53029,0.53276
0,0.526659,0.510428
0,0.547761,0.543457
0,0.531769,0.520441
0,0.528824,0.52197
0,0.543834,0.519645
0,0.528357,0.518223
0,0.549432,0.519259
0,0.539828,0.530423
0,0.5181,0.538184
0,0.543975,0.52403
0,0.530433,0.54373
0,0.511623,0.548307
0,0.533427,0.510542
0,0.531893,0.51669
0,0.544361,0.533998
0,0.537049,0.517254
0,0.54443,0.514273
0,0.515235,0.539483
0,0.5234,0.547401
0,0.522363,0.523635
0,0.51653,0.539506
0,0.544375,0.538933
0,0.534999,0.540501
0,0.521158,0.516828
0,0.511113,0.513489
0,0.543345,0.545594
0,0.519518,0.516114
0,0.533258,0.512505
0,0.515681,0.530116
0,0.541241,0.539832
0,0.53289,0.515341
0,0.528631,0.520918
0,0.539011,0.524455
0,0.528627,0.522597
0,0.534274,0.534603
0,0.536291,0.52017
0,0.53131,0.552284
0,0.538947,0.55122
0,0.518714,0.527666
0,0.518209,0.554504
0,0.529373,0.554618
0,0.514921,0.540176
0,0.514797,0.532678
0,0.548214,0.517581
0,0.546739,0.527244
0,0.519965,0.546883
0,0.527302,0.524199
0,0.535902,0.540764
0,0.528844,0.535253
0,0.534585,0.542468
0,0.544864,0.55023
0,0.535542,0.546396
0,0.533181,0.532565
0,0.517788,0.547558
0,0.532622,0.554246
0,0.519983,0.526083
0,0.534458,0.546465
0,0.533491,0.53306
0,0.529885,0.522223
0,0.539561,0.543973
0,0.534746,0.547136
0,0.541923,0.525938
0,0.532783,0.554683
0,0.546001,0.545043
0,0.538646,0.522183
0,0.536032,0.559997
0,0.521922,0.543703
0,0.521323,0.528372
0,0.513432,0.556176
0,0.542894,0.551664
0,0.51504,0.534968
0,0.51176,0.525431
0,0.534225,0.555167
0,0.530117,0.54077
0,0.524672,0.53479
0,0.526649,0.543358
0,0.514132,0.536231
0,0.537245,0.536332
0,0.540793,0.562139
0,0.542345,0.553241
0,0.519413,0.562
0,0.512172,0.527329
0,0.538481,0.545682
0,0.531126,0.563399
0,0.509631,0.56018
0,0.532538,0.53849
0,0.510576,0.545807
0,0.515098,0.537663
0,0.542814,0.548097
0,0.532143,0.531073
0,0.525333,0.541657
0,0.525106,0.558661
0,0.525605,0.542221
0,0.53235,0.548642
0,0.529075,0.543163
0,0.504635,0.556094
0,0.508425,0.552701
0,0.538492,0.547855
0,0.533856,0.548071
0,0.518717,0.560019
0,0.525625,0.542889
0,0.541277,0.554241
0,0.510112,0.543977
0,0.507837,0.559133
0,0.540641,0.553881
0,0.503196,0.542982
0,0.504319,0.555357
0,0.506846,0.56405
0,0.536154,0.554042
0,0.529932,0.564696
0,0.501654,0.535596
0,0.528856,0.555584
0,0.509242,0.533536
0,0.506757,0.556214
0,0.513639,0.544026
0,0.514151,0.558032
0,0.531544,0.563868
0,0.519947,0.556369
0,0.530812,0.567949
0,0.504102,0.557454
0,0.514407,0.542395
0,0.503185,0.566767
0,0.50037,0.549672
0,0.520059,0.544952
0,0.519047,0.541883
0,0.50897,0.537576
0,0.528837,0.538539
0,0.507265,0.564954
0,0.531705,0.565015
0,0.525016,0.558306
0,0.509709,0.567963
0,0.503762,0.568495
0,0.5038,0.543934
0,0.515667,0.573588
0,0.496123,0.537452
0,0.514295,0.551497
0,0.497095,0.544777
0,0.528298,0.543953
0,0.498499,0.539647
0,0.52922,0.538052
0,0.493839,0.537196
0,0.50472,0.571627
0,0.507208,0.55235
0,0.528411,0.568703
0,0.511933,0.5689
0,0.517596,0.551287
0,0.500222,0.535553
0,0.510161,0.573721
0,0.505085,0.545173
0,0.511834,0.54587
0,0.515772,0.573476
0,0.505098,0.571394
0,0.487965,0.573424
0,0.510999,0.567337
0,0.510004,0.541588
0,0.495081,0.551302
0,0.486359,0.552699
0,0.488722,0.562454
0,0.519636,0.538651
0,0.517112,0.5626
0,0.512329,0.568225
0,0.505106,0.563586
0,0.489611,0.563741
0,0.512241,0.567299
0,0.484367,0.570937
0,0.508124,0.564464
0,0.485762,0.558281
0,0.519473,0.538548
0,0.492556,0.542004
0,0.520036,0.560976
0,0.492455,0.573076
0,0.494669,0.56392
0,0.488713,0.542376
0,0.488789,0.556942
0,0.515258,0.540341
0,0.514467,0.553682
0,0.481566,0.567297
0,0.484424,0.5749
0,0.508587,0.57074
0,0.485165,0.554083
0,0.47689,0.565844
0,0.480486,0.551883
0,0.488369,0.575399
0,0.476648,0.545637
0,0.482676,0.545461
0,0.480425,0.560207
0,0.509699,0.572958
0,0.481288,0.566404
0,0.499284,0.561488
0,0.509003,0.553241
0,0.509489,0.56159
0,0.477842,0.560263
0,0.494593,0.551691
0,0.508706,0.556201
0,0.494128,0.556037
0,0.48037,0.550207
0,0.484169,0.535794
0,0.501142,0.541921
0,0.472143,0.549638
0,0.492135,0.536611
0,0.476412,0.54001
0,0.493453,0.551643
0,0.491851,0.561363
0,0.484506,0.560524
0,0.482716,0.566574
0,0.48972,0.540787
0,0.50401,0.567844
0,0.480878,0.571941
0,0.472622,0.568271
0,0.487369,0.549745
0,0.489485,0.560403
0,0.46556,0.543087
0,0.473983,0.547969
0,0.498575,0.559655
0,0.4919,0.567089
0,0.477695,0.546707
0,0.498107,0.543155
0,0.476671,0.553179
0,0.475289,0.559703
0,0.49016,0.559337
0,0.489923,0.535455
0,0.467556,0.540293
0,0.486767,0.565835
0,0.473472,0.549584
0,0.463133,0.565176
0,0.466095,0.549066
0,0.484166,0.545889
0,0.484699,0.531416
0,0.460375,0.53083
0,0.457532,0.541435
0,0.468709,0.555124
0,0.461361,0.54244
0,0.458367,0.553676
0,0.483892,0.53399
0,0.482655,0.55067
0,0.480339,0.547179
0,0.458075,0.547234
0,0.455385,0.563761
0,0.471961,0.563577
0,0.48178,0.545357
0,0.479862,0.55183
0,0.466824,0.538986
0,0.453938,0.555832
0,0.458006,0.525178
0,0.463645,0.554124
