0,0.129167,0.494109,0.154187,0.089354,0.000937
0,0.258333,0.329897,0.166068,0.036122,0.000937
0,0.35,0.373343,0.180197,0.123574,0.002546
0,0.245833,0.510309,0.163404,0.038023,0.001372
0,0.441667,0.258468,0.160369,0.041825,0.000626
0,0.033333,0.389543,0.152854,0.08365,0.001196
0,0.2375,0.470545,0.163621,0.028517,0.00087
0,0.325,0.271723,0.167482,0.287072,0.004616
0,0.616667,0.148012,0.243005,0.077947,0.001433
0,0.4375,0.276141,0.163861,0.100761,0.001625
0,0.408333,0.35567,0.163772,0.039924,0.000629
0,0.375,0.378498,0.159464,0.038023,0.000786
0,0.016667,0.579529,0.154314,0.028517,0.000697
0,0.3625,0.24595,0.168087,0.239544,0.00392
0,0.1625,0.532401,0.157201,0.039924,0.000968
0,0.241667,0.485272,0.171458,0.085551,0.001544
0,0.191667,0.597202,0.153672,0.024715,0.00033
0,0.091667,0.301915,0.170187,0.475285,0.013133
0,0.233333,0.533137,0.162426,0.022814,0.000301
0,0.0875,0.482327,0.165121,0.134981,0.002726
0,0.45,0.371134,0.164545,0.180608,0.000861
0,0.5125,0.385862,0.145858,0.072243,0.001138
0,0.416667,0.499264,0.172924,0.041825,0.001056
0,0.308333,0.407953,0.15895,0.188213,0.002123
0,0.35,0.474963,0.157188,0.070342,0.001351
0,0.558333,0.508837,0.147402,0.074144,0.001323
0,0.025,0.357879,0.170251,0.127376,0.004486
0,0.475,0.488954,0.156372,0.077947,0.001821
0,0.379167,0.360825,0.160425,0.030418,0.000726
0,0.441667,0.329897,0.157461,0.112167,0.000937
0,0.275,0.490427,0.151281,0.047528,0.001072
0,0.383333,0.299705,0.15807,0.032319,0.000579
0,0.045833,0.416789,0.154556,0.038023,0.000868
0,0.129167,0.358616,0.155128,0.070342,0.001568
0,0.416667,0.474963,0.167713,0.04943,0.001098
0,0.2125,0.530191,0.154108,0.38403,0.000893
0,0.4875,0.425626,0.158098,0.039924,0.000896
0,0.458333,0.268778,0.171221,0.074145,0.00185
0,0.154167,0.34757,0.167114,0.077947,0.000253
0,0.508333,0.307069,0.159922,0.081749,0.0024
0,0.225,0.489691,0.168261,0.043726,0.001093
0,0.491667,0.516937,0.153977,0.070342,0.001153
0,0.2125,0.561119,0.154401,0.030418,0.000506
0,0.375,0.52651,0.160259,0.058935,0.000937
0,0.379167,0.413107,0.176155,0.10076,0.00187
0,0.416667,0.253314,0.16443,0.087452,0.001669
0,0.504167,0.302651,0.150622,0.04943,0.000661
0,0.245833,0.320324,0.176905,0.036122,0.000718
0,0.3625,0.271723,0.181959,0.043726,0.001192
0,0.245833,0.294551,0.181913,0.076046,0.001837
0,0.508333,0.170839,0.191444,0.15019,0.001719
0,0.220833,0.517673,0.155471,0.032319,0.000718
0,0.316667,0.532401,0.157656,0.064639,0.00127
0,0.5625,0.370398,0.161556,0.032319,0.000617
0,0.479167,0.191458,0.180543,0.095057,0.00272
0,0.345833,0.547865,0.16379,0.047529,0.00105
0,0.095833,0.397644,0.154667,0.157795,0.00419
0,0.1125,0.519882,0.168778,0.378327,0.011167
0,0.375,0.261414,0.165493,0.328897,0.006591
0,0.5,0.303387,0.160323,0.081749,0.001882
0,0.1125,0.492636,0.162116,0.041825,0.000274
0,0.354167,0.510309,0.160337,0.032319,0.000579
0,0.370833,0.461708,0.171256,0.032319,0.000495
0,0.141667,0.42268,0.167589,0.041825,0.001557
0,0.233333,0.502945,0.156862,0.058935,0.001401
0,0.129167,0.240059,0.165054,0.112167,0.000718
0,0.4,0.23785,0.195918,0.070342,0.001539
0,0.025,0.578792,0.162678,0.038023,0.001098
0,0.379167,0.486745,0.158164,0.13308,0.001513
0,0.325,0.493373,0.157038,0.068441,0.001275
0,0.070833,0.5243,0.151036,0.146388,0.003793
0,0.475,0.506627,0.150945,0.096958,0.000729
0,0.270833,0.407953,0.176987,0.051331,0.000697
0,0.320833,0.563328,0.153131,0.028517,0.000353
0,0.466667,0.488954,0.156503,0.04943,0.000626
0,0.041667,0.525037,0.163182,0.165399,0.004612
0,0.258333,0.351252,0.15911,0.077947,0.001417
0,0.058333,0.364507,0.15535,0.024715,0.00033
0,0.1375,0.384389,0.163466,0.019011,0.000407
0,0.341667,0.525037,0.161241,0.055133,0.000779
0,0.475,0.315169,0.158392,0.173004,0.002572
0,0.470833,0.373343,0.15384,0.053232,0.001305
0,0.404167,0.460972,0.166252,0.157795,0.003528
0,0.270833,0.278351,0.178401,0.028517,0.000664
0,0.558333,0.220913,0.18626,0.173004,0.003002
0,0.329167,0.407216,0.153159,0.142586,0.003027
0,0.420833,0.486009,0.162123,0.020913,0.000253
0,0.1,0.314433,0.152,0.079848,0.00205
0,0.3875,0.460972,0.160943,0.226236,0.001433
0,0.025,0.573638,0.158756,0.043726,0.000961
0,0.416667,0.496318,0.165558,0.013308,0.000393
0,0.4375,0.374816,0.168811,0.060837,0.001233
0,0.0875,0.469809,0.168174,0.038023,0.001056
0,0.6125,0.314433,0.167041,0.077947,0.002141
0,0.441667,0.387334,0.158595,0.026616,0.000407
0,0.058333,0.589838,0.153401,0.038023,0.000757
0,0.55,0.429308,0.156997,0.043726,0.001113
0,0.220833,0.470545,0.164019,0.062738,0.001217
0,0.533333,0.400589,0.167869,0.08365,0.001696
0,0.4375,0.25405,0.160055,0.112167,0.002492
0,0.095833,0.466127,0.159428,0.038023,0.001233
0,0.220833,0.332106,0.170214,0.598859,0.001217
0,0.145833,0.5243,0.149727,0.057034,0.001633
0,0.5125,0.418262,0.160704,0.087452,0.001452
0,0.4375,0.506627,0.148134,0.197719,0.004442
0,0.4625,0.518409,0.153736,0.053232,0.001196
0,0.2875,0.477909,0.155763,0.074144,0.001198
0,0.054167,0.405744,0.143936,0.060837,0.001118
0,0.2125,0.505155,0.159558,0.024715,0.000495
0,0.325,0.244477,0.16716,0.178707,0.002744
0,0.329167,0.528719,0.157028,0.252852,0.007004
0,0.433333,0.373343,0.171749,0.072243,0.000966
0,0.433333,0.243741,0.159449,0.121673,0.001825
0,0.095833,0.590574,0.162175,0.068441,0.001145
0,0.470833,0.340943,0.162374,0.072243,0.001513
0,0.254167,0.493373,0.160149,0.041825,0.001012
0,0.279167,0.586156,0.150862,0.022814,0.000705
0,0.491667,0.272459,0.162067,0.275665,0.00821
0,0.316667,0.36377,0.166836,0.23384,0.006674
0,0.279167,0.248159,0.172311,0.321293,0.005718
0,0.0375,0.541237,0.152962,0.032319,0.001029
0,0.291667,0.493373,0.158701,0.015209,0.000347
0,0.175,0.322533,0.17453,0.043726,0.000495
0,0.383333,0.481591,0.163354,0.032319,0.000538
0,0.4625,0.293814,0.162732,0.070342,0.002234
