Classe,x,y,z
0,0.0998461,0.10051,0.605608
0,0.106982,0.15975,0.615209
0,0.0825326,0.17486,0.640888
0,0.11115,0.148308,0.59716
0,0.0769059,0.132165,0.58999
0,0.120348,0.185796,0.546042
0,0.080989,0.173939,0.598792
0,0.0898527,0.132071,0.619677
0,0.100483,0.138624,0.552588
0,0.157135,0.140748,0.58414
0,0.102002,0.182452,0.604871
0,0.140526,0.171554,0.649551
0,0.108582,0.159213,0.627454
0,0.129192,0.159199,0.607795
0,0.0607359,0.132455,0.596256
0,0.148691,0.159984,0.628032
0,0.10093,0.163901,0.640789
0,0.107359,0.187099,0.638441
0,0.0514875,0.111094,0.582714
0,0.133336,0.151513,0.567495
0,0.132123,0.110459,0.648709
0,0.0593676,0.107736,0.592561
0,0.12274,0.173051,0.584697
0,0.100699,0.156346,0.609108
0,0.0506247,0.154227,0.618041
0,0.113452,0.159609,0.685132
0,0.110485,0.195354,0.637862
0,0.0221581,0.0948294,0.618935
0,0.103533,0.120584,0.600886
0,0.113848,0.184085,0.634576
0,0.0944652,0.157902,0.594929
0,0.106767,0.13358,0.633462
0,0.0863643,0.182523,0.603041
0,0.108751,0.0857355,0.6014
0,0.088106,0.148546,0.608733
0,0.13804,0.181671,0.605763
0,0.0626132,0.167995,0.620038
0,0.11072,0.140015,0.604151
0,0.0584894,0.108999,0.620872
0,0.102065,0.146679,0.614332
0,0.142763,0.149987,0.56833
0,0.0937074,0.131666,0.58818
0,0.0938179,0.144736,0.636711
0,0.0886383,0.0877429,0.586128
0,0.115378,0.108696,0.597727
0,0.133414,0.12406,0.638008
0,0.142336,0.138013,0.633574
0,0.075948,0.100561,0.610426
0,0.110703,0.140879,0.605288
0,0.0926264,0.172989,0.628326
0,0.107046,0.143692,0.649524
0,0.0749663,0.147045,0.607837
0,0.104344,0.173026,0.596195
0,0.09421,0.144245,0.600062
0,0.139628,0.130152,0.657157
0,0.100317,0.154355,0.640289
0,0.137209,0.173849,0.608964
0,0.081987,0.177698,0.608787
0,0.101973,0.159496,0.635186
0,0.0891189,0.135251,0.598296
